'12/05/2013',78
'04/13/2014',355
'12/05/2010',95
'06/02/2014',234
'06/02/2011',76
'06/02/2012',189
'11/30/2010',33
'11/30/2013',124
'01/04/2015',177
'05/03/2010',78
'12/20/2013',103
'05/03/2015',498
'06/29/2014',461
'12/20/2015',231
'06/09/2015',172
'09/08/2015',105
'06/09/2010',50
'06/09/2013',486
'08/31/2010',38
'03/26/2012',45
'03/28/2012',63
'03/26/2011',83
'07/04/2014',260
'02/11/2016',43
'07/04/2013',243
'04/22/2010',97
'04/22/2015',149
'10/12/2011',55
'10/28/2011',93
'01/27/2011',16
'10/12/2012',83
'04/10/2014',125
'01/27/2016',83
'11/21/2015',304
'07/07/2012',203
'03/20/2012',62
'03/20/2015',100
'07/07/2014',155
'01/17/2011',46
'01/17/2014',90
'08/29/2011',77
'04/19/2012',83
'04/16/2014',61
'04/16/2013',73
'02/11/2015',54
'01/08/2014',47
'01/08/2012',97
'08/17/2013',446
'08/17/2014',422
'04/15/2013',101
'04/15/2010',118
'04/15/2015',184
'10/11/2012',62
'11/11/2010',64
'08/16/2014',614
'03/19/2010',141
'03/19/2013',35
'02/29/2016',81
'01/04/2012',27
'01/02/2014',27
'03/07/2012',93
'05/05/2013',248
'05/05/2010',137
'05/05/2015',277
'06/12/2011',171
'03/24/2010',52
'03/24/2013',141
'10/26/2015',108
'09/19/2012',81
'10/17/2010',168
'04/10/2011',92
'03/23/2011',33
'03/23/2012',159
'03/13/2012',85
'03/13/2011',82
'03/13/2014',58
'10/31/2012',5
'11/28/2010',89
'10/31/2011',108
'11/28/2015',209
'06/28/2010',71
'04/09/2014',71
'10/14/2014',150
'11/19/2015',127
'11/19/2013',33
'05/18/2014',452
'07/02/2012',86
'07/02/2015',274
'04/21/2010',83
'08/14/2014',197
'04/21/2013',163
'05/20/2012',273
'01/23/2011',68
'05/20/2011',163
'08/16/2012',39
'08/13/2014',100
'08/16/2011',98
'08/13/2011',286
'11/12/2012',51
'08/13/2012',101
'05/11/2013',274
'10/28/2014',126
'05/11/2015',226
'03/16/2015',102
'03/16/2013',134
'10/01/2014',114
'09/28/2010',60
'08/24/2014',453
'10/01/2011',148
'09/03/2010',100
'08/24/2011',86
'10/01/2012',77
'07/17/2012',72
'07/17/2011',162
'07/17/2014',185
'03/18/2013',45
'09/05/2012',36
'01/07/2011',63
'01/07/2012',142
'03/18/2010',108
'03/03/2012',120
'01/30/2012',34
'05/14/2015',219
'05/14/2013',75
'09/21/2012',166
'06/26/2011',207
'01/26/2015',54
'07/27/2013',384
'01/26/2010',35
'07/27/2014',452
'01/26/2013',97
'01/05/2015',60
'01/05/2012',26
'07/30/2014',158
'06/07/2010',105
'12/27/2014',143
'05/17/2010',158
'05/17/2013',255
'04/18/2011',69
'01/20/2010',34
'07/10/2010',201
'05/09/2013',118
'05/09/2010',98
'04/18/2014',107
'07/22/2014',143
'08/27/2010',174
'03/12/2010',71
'02/21/2010',109
'10/18/2014',327
'03/12/2015',102
'03/28/2015',199
'07/31/2012',79
'06/22/2015',230
'07/31/2011',145
'07/16/2014',155
'12/06/2012',53
'05/30/2013',152
'05/30/2010',280
'05/08/2012',53
'03/11/2013',64
'05/08/2015',434
'06/14/2012',161
'06/14/2011',52
'03/11/2010',48
'12/30/2010',32
'12/06/2014',172
'02/11/2013',43
'07/22/2013',92
'08/19/2011',98
'10/14/2012',164
'07/24/2012',78
'07/24/2015',320
'03/17/2012',142
'03/17/2011',115
'04/01/2012',124
'05/31/2012',97
'04/01/2011',63
'05/31/2015',344
'04/01/2014',62
'03/31/2013',148
'03/14/2011',64
'04/27/2012',72
'02/28/2014',102
'04/27/2011',86
'12/10/2014',52
'12/10/2011',125
'12/10/2012',54
'02/19/2014',32
'06/13/2015',567
'02/19/2011',71
'06/13/2012',85
'02/19/2012',133
'06/23/2015',129
'11/14/2013',48
'06/23/2010',80
'06/23/2013',336
'02/12/2015',88
'02/12/2010',59
'02/12/2013',30
'04/08/2010',123
'10/30/2013',98
'05/01/2013',101
'07/03/2015',528
'09/11/2013',74
'04/04/2014',94
'09/20/2010',78
'11/25/2015',110
'04/04/2011',57
'11/25/2010',55
'04/04/2012',72
'11/24/2015',79
'03/01/2010',32
'01/03/2010',25
'11/26/2012',35
'04/20/2015',84
'04/20/2012',143
'11/26/2014',43
'02/15/2010',58
'04/29/2012',166
'08/12/2015',184
'09/08/2010',63
'04/29/2015',182
'08/12/2010',69
'09/08/2013',331
'12/30/2015',106
'05/19/2012',249
'10/25/2011',50
'05/19/2011',38
'12/13/2011',20
'05/19/2014',135
'09/29/2011',86
'09/29/2012',339
'08/23/2012',114
'08/08/2010',223
'08/23/2011',51
'09/25/2010',203
'04/30/2012',70
'02/17/2015',53
'02/17/2012',76
'08/25/2012',379
'10/08/2011',198
'11/07/2012',21
'08/25/2015',191
'11/07/2011',50
'12/14/2010',43
'12/14/2015',109
'11/06/2010',130
'09/12/2012',112
'08/15/2014',293
'08/15/2011',78
'09/12/2014',258
'11/14/2015',285
'03/24/2015',80
'06/06/2010',184
'06/06/2015',628
'12/31/2011',113
'09/22/2015',198
'12/16/2014',84
'12/16/2011',100
'06/12/2014',143
'07/29/2011',83
'05/18/2013',324
'09/17/2010',136
'11/23/2012',62
'11/23/2015',64
'05/10/2011',81
'08/21/2015',319
'05/10/2012',110
'08/21/2010',316
'06/15/2011',125
'08/21/2013',104
'09/17/2013',67
'08/26/2011',46
'08/26/2012',324
'11/24/2013',141
'08/14/2011',112
'10/17/2015',307
'07/13/2012',119
'07/13/2011',79
'09/05/2015',592
'10/07/2013',64
'02/28/2013',77
'03/05/2016',175
'10/07/2010',115
'09/21/2011',90
'01/06/2013',85
'04/03/2013',57
'01/06/2016',51
'01/30/2014',59
'07/10/2013',81
'09/19/2011',98
'07/10/2015',288
'03/31/2015',117
'04/03/2010',155
'04/05/2012',39
'04/05/2011',43
'08/04/2010',81
'08/04/2015',195
'06/15/2012',174
'04/06/2013',163
'04/06/2010',96
'04/06/2015',190
'09/22/2012',276
'01/10/2010',49
'10/24/2010',204
'07/25/2014',247
'07/25/2011',89
'05/16/2011',56
'06/05/2010',196
'05/06/2014',114
'06/05/2013',133
'05/06/2013',89
'09/24/2012',90
'09/24/2011',187
'03/30/2011',43
'08/11/2011',116
'03/30/2012',70
'02/25/2014',36
'02/25/2013',50
'10/31/2013',151
'05/13/2010',95
'10/04/2013',153
'09/06/2010',232
'05/13/2013',72
'10/27/2011',50
'11/28/2013',70
'09/27/2015',516
'10/27/2012',237
'02/26/2013',44
'01/18/2014',147
'02/26/2010',31
'01/18/2011',32
'02/26/2015',68
'01/18/2012',37
'07/15/2012',160
'07/15/2015',178
'10/31/2015',346
'08/05/2012',161
'02/09/2011',42
'12/29/2013',93
'08/05/2011',146
'01/13/2010',56
